time_sec,vibration_accel_g,fbg_strain_microstrain,ir_pyrometer_temp_c,current_phase_u_a,current_phase_v_a,current_phase_w_a,state_label
0.135320,2.9652,282.96,72.74,10.217,-14.868,4.352,Coupling Misalignment (2X Dominant)
0.135809,4.7389,288.87,72.77,12.411,-13.987,1.765,Coupling Misalignment (2X Dominant)
0.136297,5.3685,296.07,72.78,13.739,-12.517,-1.104,Coupling Misalignment (2X Dominant)
0.136786,7.1461,300.19,72.86,14.694,-10.991,-3.833,Coupling Misalignment (2X Dominant)
0.137274,7.5995,308.38,72.77,15.046,-8.814,-6.291,Coupling Misalignment (2X Dominant)
0.137763,8.2185,308.31,72.80,15.183,-6.152,-8.934,Coupling Misalignment (2X Dominant)
0.138251,8.5528,309.69,72.78,14.522,-3.737,-10.969,Coupling Misalignment (2X Dominant)
0.138740,9.0313,312.02,72.75,13.697,-1.037,-12.573,Coupling Misalignment (2X Dominant)
0.139228,8.8797,306.98,72.75,11.990,2.126,-13.998,Coupling Misalignment (2X Dominant)
0.139717,8.7881,306.37,72.82,10.183,4.527,-15.022,Coupling Misalignment (2X Dominant)
0.140205,8.5025,301.05,72.80,7.902,7.255,-15.144,Coupling Misalignment (2X Dominant)
0.140694,7.8905,292.31,72.84,5.352,9.569,-15.130,Coupling Misalignment (2X Dominant)
0.141182,7.2666,287.59,72.79,2.835,11.283,-14.184,Coupling Misalignment (2X Dominant)
0.141671,6.2552,281.15,72.79,0.030,13.149,-13.234,Coupling Misalignment (2X Dominant)
0.142159,4.9846,272.73,72.84,-2.686,14.385,-11.237,Coupling Misalignment (2X Dominant)
0.142648,3.7181,264.53,72.78,-5.673,15.056,-9.379,Coupling Misalignment (2X Dominant)
0.143136,3.1026,255.58,72.73,-7.891,15.283,-7.276,Coupling Misalignment (2X Dominant)
0.143625,2.0342,247.57,72.84,-9.978,14.813,-4.620,Coupling Misalignment (2X Dominant)
0.144113,1.3398,240.72,72.77,-12.160,14.079,-1.817,Coupling Misalignment (2X Dominant)
0.144602,-0.0340,236.91,72.80,-13.402,12.621,0.980,Coupling Misalignment (2X Dominant)
0.145090,-0.8030,227.94,72.77,-14.634,10.802,3.709,Coupling Misalignment (2X Dominant)
0.145579,-1.4663,224.14,72.75,-15.267,8.696,6.430,Coupling Misalignment (2X Dominant)
0.146067,-2.1195,221.77,72.71,-15.171,6.264,8.718,Coupling Misalignment (2X Dominant)
0.146556,-2.4957,218.45,72.82,-14.535,3.879,10.825,Coupling Misalignment (2X Dominant)
0.147044,-3.1038,220.69,72.63,-13.727,0.866,12.590,Coupling Misalignment (2X Dominant)
0.147533,-3.2420,220.08,72.86,-12.245,-1.749,14.048,Coupling Misalignment (2X Dominant)
0.148021,-3.0441,223.23,72.85,-10.256,-4.538,14.863,Coupling Misalignment (2X Dominant)
0.148510,-3.2087,227.43,72.75,-8.096,-7.103,15.218,Coupling Misalignment (2X Dominant)
0.148999,-2.4277,232.29,72.88,-5.545,-9.299,15.118,Coupling Misalignment (2X Dominant)
0.149487,-2.0783,242.27,72.90,-2.897,-11.502,14.174,Coupling Misalignment (2X Dominant)
0.149976,-1.3141,248.68,72.79,-0.092,-13.032,13.264,Coupling Misalignment (2X Dominant)
0.150464,-0.7975,257.03,72.82,2.603,-14.282,11.662,Coupling Misalignment (2X Dominant)
0.150953,-0.2780,265.09,72.81,5.365,-15.010,9.820,Coupling Misalignment (2X Dominant)
0.151441,0.8603,272.09,72.88,7.765,-14.967,7.186,Coupling Misalignment (2X Dominant)
0.151930,1.2592,280.21,72.73,10.236,-15.029,4.933,Coupling Misalignment (2X Dominant)
0.152418,2.0004,288.91,72.79,11.952,-13.941,2.062,Coupling Misalignment (2X Dominant)
0.152907,2.3611,296.35,72.85,13.630,-12.713,-0.690,Coupling Misalignment (2X Dominant)
0.153395,2.7996,298.58,72.84,14.538,-11.103,-3.339,Coupling Misalignment (2X Dominant)
0.153884,2.6813,307.66,72.80,15.134,-8.795,-6.099,Coupling Misalignment (2X Dominant)
0.154372,3.3034,306.27,72.87,15.105,-6.743,-8.556,Coupling Misalignment (2X Dominant)
0.154861,3.1541,309.08,72.81,14.581,-3.988,-10.722,Coupling Misalignment (2X Dominant)
0.155349,2.7364,310.02,72.81,13.540,-1.302,-12.582,Coupling Misalignment (2X Dominant)
0.155838,2.3918,308.93,72.83,12.176,1.656,-13.899,Coupling Misalignment (2X Dominant)
0.156326,1.9682,308.42,72.80,10.402,4.244,-14.861,Coupling Misalignment (2X Dominant)
0.156815,0.9797,303.25,72.80,8.255,6.991,-15.186,Coupling Misalignment (2X Dominant)
0.157303,-0.1044,297.26,72.76,5.856,9.288,-15.295,Coupling Misalignment (2X Dominant)
0.157792,-0.8044,291.68,72.95,3.037,11.302,-14.388,Coupling Misalignment (2X Dominant)
0.158280,-1.7251,283.67,72.78,0.215,13.048,-13.325,Coupling Misalignment (2X Dominant)
0.158769,-2.8281,274.66,72.84,-2.629,14.202,-11.778,Coupling Misalignment (2X Dominant)
0.159257,-3.6343,267.92,72.90,-5.141,14.858,-9.756,Coupling Misalignment (2X Dominant)
0.159746,-5.1410,259.20,72.73,-7.579,15.480,-7.625,Coupling Misalignment (2X Dominant)
0.160234,-6.1065,250.09,72.83,-9.858,14.869,-4.739,Coupling Misalignment (2X Dominant)
0.160723,-7.0477,245.06,72.80,-11.844,13.909,-2.226,Coupling Misalignment (2X Dominant)
0.161212,-7.5204,236.64,72.89,-13.378,12.782,0.561,Coupling Misalignment (2X Dominant)
0.161700,-8.5265,229.47,72.75,-14.344,11.040,3.251,Coupling Misalignment (2X Dominant)
0.162189,-8.5088,224.91,72.76,-15.062,9.172,6.008,Coupling Misalignment (2X Dominant)
0.162677,-9.0825,223.25,72.80,-15.102,6.737,8.600,Coupling Misalignment (2X Dominant)
0.163166,-9.0778,221.83,72.78,-14.756,4.133,10.734,Coupling Misalignment (2X Dominant)
0.163654,-8.3786,220.59,72.78,-13.920,1.306,12.526,Coupling Misalignment (2X Dominant)
0.164143,-8.0776,221.54,72.90,-12.446,-1.480,13.884,Coupling Misalignment (2X Dominant)
0.164631,-7.6800,222.40,72.81,-10.553,-4.235,14.715,Coupling Misalignment (2X Dominant)
0.165120,-7.1473,227.29,72.76,-8.364,-6.811,15.028,Coupling Misalignment (2X Dominant)
0.165608,-5.4839,231.85,72.78,-5.713,-9.093,15.062,Coupling Misalignment (2X Dominant)
0.166097,-4.7730,238.17,72.82,-3.233,-11.207,14.458,Coupling Misalignment (2X Dominant)
0.166585,-3.4057,245.32,72.82,-0.349,-12.874,13.496,Coupling Misalignment (2X Dominant)
0.167074,-1.9025,252.36,72.77,2.280,-14.121,11.878,Coupling Misalignment (2X Dominant)
0.167562,-1.0515,262.15,72.72,5.004,-14.850,10.064,Coupling Misalignment (2X Dominant)
0.168051,0.6566,268.26,72.80,7.444,-15.171,7.743,Coupling Misalignment (2X Dominant)
0.168539,2.1936,275.98,72.80,9.787,-14.912,5.041,Coupling Misalignment (2X Dominant)
0.169028,3.5971,284.25,72.77,11.866,-14.071,2.198,Coupling Misalignment (2X Dominant)
0.169516,4.5790,293.23,72.86,13.366,-13.019,-0.274,Coupling Misalignment (2X Dominant)
0.170005,6.0457,298.65,72.83,14.559,-11.363,-3.052,Coupling Misalignment (2X Dominant)
0.170493,6.9707,301.07,72.81,15.093,-9.339,-5.992,Coupling Misalignment (2X Dominant)
0.170982,8.0996,307.61,72.78,15.141,-6.833,-8.174,Coupling Misalignment (2X Dominant)
0.171470,8.5683,309.13,72.89,14.978,-4.436,-10.475,Coupling Misalignment (2X Dominant)
0.171959,8.7042,309.50,72.74,13.842,-1.460,-12.330,Coupling Misalignment (2X Dominant)
0.172447,8.8903,309.02,72.78,12.588,1.278,-13.599,Coupling Misalignment (2X Dominant)
0.172936,9.0863,305.55,72.78,10.629,4.154,-14.576,Coupling Misalignment (2X Dominant)
0.173425,8.6839,303.78,72.81,8.577,6.589,-15.097,Coupling Misalignment (2X Dominant)
0.173913,7.9002,297.19,72.83,6.148,9.026,-15.054,Coupling Misalignment (2X Dominant)
0.174402,7.9635,292.31,72.73,3.421,11.242,-14.468,Coupling Misalignment (2X Dominant)
0.174890,6.5645,285.40,72.77,0.394,12.976,-13.507,Coupling Misalignment (2X Dominant)
0.175379,6.3524,279.14,72.82,-2.160,14.043,-11.954,Coupling Misalignment (2X Dominant)
0.175867,4.9448,270.22,72.77,-4.758,14.925,-10.116,Coupling Misalignment (2X Dominant)
0.176356,3.6774,262.80,72.78,-7.382,15.228,-7.798,Coupling Misalignment (2X Dominant)
0.176844,2.2543,252.40,72.81,-9.692,15.014,-5.277,Coupling Misalignment (2X Dominant)
0.177333,1.8196,245.96,72.75,-11.882,14.222,-2.602,Coupling Misalignment (2X Dominant)
0.177821,0.3377,239.61,72.81,-13.358,13.166,0.262,Coupling Misalignment (2X Dominant)
0.178310,-0.2188,234.22,72.83,-14.373,11.197,2.995,Coupling Misalignment (2X Dominant)
0.178798,-0.7350,226.20,72.80,-15.013,9.307,5.755,Coupling Misalignment (2X Dominant)
0.179287,-2.0508,222.64,72.87,-15.063,7.041,8.026,Coupling Misalignment (2X Dominant)
0.179775,-2.2285,221.71,72.84,-14.816,4.453,10.383,Coupling Misalignment (2X Dominant)
0.180264,-2.9300,221.97,72.80,-13.878,1.804,12.263,Coupling Misalignment (2X Dominant)
0.180752,-2.7644,220.81,72.78,-12.563,-1.007,13.660,Coupling Misalignment (2X Dominant)
0.181241,-3.0328,221.04,72.89,-10.884,-3.912,14.651,Coupling Misalignment (2X Dominant)
0.181729,-2.9417,224.40,72.77,-8.867,-6.379,14.992,Coupling Misalignment (2X Dominant)
0.182218,-2.4371,230.52,72.79,-6.162,-8.986,15.155,Coupling Misalignment (2X Dominant)
0.182706,-2.1602,236.59,72.78,-3.542,-10.925,14.642,Coupling Misalignment (2X Dominant)
0.183195,-1.9408,242.66,72.82,-0.855,-12.568,13.591,Coupling Misalignment (2X Dominant)
0.183683,-0.8310,249.14,72.91,1.838,-13.928,12.153,Coupling Misalignment (2X Dominant)
0.184172,-0.8473,259.74,72.81,4.789,-14.864,10.168,Coupling Misalignment (2X Dominant)
0.184660,0.1891,266.21,72.78,7.265,-15.229,7.952,Coupling Misalignment (2X Dominant)
0.185149,0.6371,275.42,72.81,9.666,-15.157,5.409,Coupling Misalignment (2X Dominant)
0.185638,1.1337,280.48,72.73,11.791,-14.273,2.768,Coupling Misalignment (2X Dominant)
0.186126,1.7650,291.29,72.79,12.992,-13.232,-0.243,Coupling Misalignment (2X Dominant)
0.186615,2.4459,295.44,72.89,14.291,-11.573,-2.957,Coupling Misalignment (2X Dominant)
0.187103,2.8683,303.24,72.83,15.009,-9.597,-5.394,Coupling Misalignment (2X Dominant)
0.187592,3.2113,306.51,72.86,15.336,-7.187,-8.296,Coupling Misalignment (2X Dominant)
0.188080,3.3393,306.84,72.85,14.674,-4.566,-10.289,Coupling Misalignment (2X Dominant)
0.188569,2.9784,310.18,72.76,14.177,-1.803,-12.035,Coupling Misalignment (2X Dominant)
0.189057,2.5438,311.71,72.90,12.669,0.904,-13.628,Coupling Misalignment (2X Dominant)
0.189546,2.3837,307.34,72.71,10.890,3.832,-14.665,Coupling Misalignment (2X Dominant)
0.190034,1.4394,306.95,72.82,8.755,6.340,-15.123,Coupling Misalignment (2X Dominant)
0.190523,0.4877,300.99,72.70,6.310,8.703,-15.171,Coupling Misalignment (2X Dominant)
0.191011,0.1179,296.52,72.71,3.823,10.928,-14.620,Coupling Misalignment (2X Dominant)
0.191500,-0.7778,288.49,72.85,0.849,12.856,-13.684,Coupling Misalignment (2X Dominant)
0.191988,-2.2459,280.76,72.77,-1.804,14.020,-12.037,Coupling Misalignment (2X Dominant)
0.192477,-2.7623,275.19,72.86,-4.609,14.803,-10.127,Coupling Misalignment (2X Dominant)
0.192965,-4.1101,265.66,72.69,-7.224,15.038,-8.057,Coupling Misalignment (2X Dominant)
0.193454,-5.1761,256.33,72.80,-9.225,15.007,-5.684,Coupling Misalignment (2X Dominant)
0.193942,-6.3315,249.22,72.74,-11.457,14.382,-2.912,Coupling Misalignment (2X Dominant)
0.194431,-6.8853,240.67,72.78,-13.063,13.164,-0.096,Coupling Misalignment (2X Dominant)
0.194919,-8.1187,234.91,72.88,-14.193,11.433,2.758,Coupling Misalignment (2X Dominant)
0.195408,-8.4441,230.65,72.89,-15.147,9.520,5.300,Coupling Misalignment (2X Dominant)
0.195896,-8.8997,224.66,72.83,-15.020,7.430,7.834,Coupling Misalignment (2X Dominant)
0.196385,-9.1891,220.77,72.72,-15.123,4.862,10.205,Coupling Misalignment (2X Dominant)
0.196873,-8.7152,219.08,72.74,-14.123,1.904,12.148,Coupling Misalignment (2X Dominant)
0.197362,-8.5614,220.23,72.81,-12.791,-0.733,13.483,Coupling Misalignment (2X Dominant)
0.197851,-7.9938,220.58,72.76,-10.955,-3.685,14.446,Coupling Misalignment (2X Dominant)
0.198339,-7.5272,222.69,72.83,-8.886,-6.072,15.449,Coupling Misalignment (2X Dominant)
0.198828,-6.3980,227.18,72.88,-6.518,-8.623,15.228,Coupling Misalignment (2X Dominant)
0.199316,-5.5306,235.45,72.75,-3.877,-10.696,14.640,Coupling Misalignment (2X Dominant)
0.199805,-4.4453,240.33,72.76,-1.217,-12.740,13.774,Coupling Misalignment (2X Dominant)
0.200293,-3.1681,247.84,72.74,1.526,-13.854,12.233,Coupling Misalignment (2X Dominant)
0.200782,-2.0455,254.46,72.79,4.487,-14.804,10.476,Coupling Misalignment (2X Dominant)
0.201270,0.0195,263.09,72.80,7.073,-15.100,8.197,Coupling Misalignment (2X Dominant)
0.201759,1.4380,271.25,72.80,9.514,-14.961,5.706,Coupling Misalignment (2X Dominant)
0.202247,3.2217,279.63,72.84,11.312,-14.405,3.009,Coupling Misalignment (2X Dominant)
0.202736,3.9075,285.44,72.82,13.111,-13.343,0.096,Coupling Misalignment (2X Dominant)
0.203224,5.0737,295.46,72.80,14.222,-11.626,-2.352,Coupling Misalignment (2X Dominant)
0.203713,5.9618,299.88,72.80,15.097,-9.737,-5.342,Coupling Misalignment (2X Dominant)
0.204201,7.4240,304.73,72.80,15.301,-7.515,-7.907,Coupling Misalignment (2X Dominant)
0.204690,8.1200,308.85,72.80,14.926,-4.965,-10.053,Coupling Misalignment (2X Dominant)
0.205178,8.8220,310.60,72.77,14.074,-2.302,-12.050,Coupling Misalignment (2X Dominant)
0.205667,8.6510,309.26,72.74,12.929,0.586,-13.476,Coupling Misalignment (2X Dominant)
0.206155,9.0815,309.52,72.81,11.189,3.518,-14.464,Coupling Misalignment (2X Dominant)
0.206644,8.7218,306.90,72.78,8.971,6.081,-15.003,Coupling Misalignment (2X Dominant)
0.207132,8.7763,302.58,72.83,6.516,8.460,-15.080,Coupling Misalignment (2X Dominant)
0.207621,8.1051,298.25,72.80,4.005,10.755,-14.739,Coupling Misalignment (2X Dominant)
0.208109,7.0071,291.64,72.80,1.433,12.393,-13.753,Coupling Misalignment (2X Dominant)
0.208598,6.4684,284.41,72.85,-1.399,13.865,-12.300,Coupling Misalignment (2X Dominant)
0.209086,5.1673,277.40,72.73,-4.369,14.748,-10.683,Coupling Misalignment (2X Dominant)
0.209575,4.3054,267.67,72.89,-6.975,15.255,-8.262,Coupling Misalignment (2X Dominant)
0.210064,3.2522,259.49,72.69,-9.099,14.917,-5.994,Coupling Misalignment (2X Dominant)
0.210552,2.2682,252.37,72.87,-11.396,14.377,-2.976,Coupling Misalignment (2X Dominant)
0.211041,1.2913,243.60,72.81,-12.906,13.197,-0.445,Coupling Misalignment (2X Dominant)
0.211529,0.3813,237.52,72.77,-14.255,11.782,2.367,Coupling Misalignment (2X Dominant)
0.212018,-0.5366,230.34,72.73,-14.788,9.977,5.017,Coupling Misalignment (2X Dominant)
0.212506,-1.3579,223.48,72.77,-15.277,7.519,7.567,Coupling Misalignment (2X Dominant)
0.212995,-1.9440,223.43,72.79,-14.822,4.977,10.136,Coupling Misalignment (2X Dominant)
0.213483,-2.7646,218.76,72.81,-14.149,2.403,11.946,Coupling Misalignment (2X Dominant)
0.213972,-2.8401,219.17,72.87,-12.895,-0.367,13.239,Coupling Misalignment (2X Dominant)
0.214460,-2.7390,221.88,72.80,-11.432,-3.257,14.634,Coupling Misalignment (2X Dominant)
0.214949,-3.0627,224.26,72.82,-9.391,-5.844,15.203,Coupling Misalignment (2X Dominant)
0.215437,-2.7743,228.42,72.82,-6.818,-8.485,15.144,Coupling Misalignment (2X Dominant)
0.215926,-2.4902,229.61,72.78,-4.166,-10.420,14.779,Coupling Misalignment (2X Dominant)
0.216414,-1.9676,238.52,72.79,-1.557,-12.167,13.825,Coupling Misalignment (2X Dominant)
0.216903,-1.5477,244.87,72.79,1.242,-13.735,12.633,Coupling Misalignment (2X Dominant)
0.217391,-0.8238,254.05,72.83,4.157,-14.934,10.545,Coupling Misalignment (2X Dominant)
0.217880,-0.2318,262.72,72.75,6.768,-15.222,8.469,Coupling Misalignment (2X Dominant)
0.218368,0.4737,267.59,72.77,9.082,-15.033,5.956,Coupling Misalignment (2X Dominant)
0.218857,1.0899,277.27,72.82,11.250,-14.554,3.196,Coupling Misalignment (2X Dominant)
0.219345,1.4115,285.92,72.75,12.753,-13.311,0.787,Coupling Misalignment (2X Dominant)
0.219834,1.9124,291.52,72.81,14.098,-11.851,-2.342,Coupling Misalignment (2X Dominant)
0.220322,2.5049,300.13,72.77,15.084,-10.050,-4.918,Coupling Misalignment (2X Dominant)
0.220811,3.1867,302.56,72.83,15.206,-7.708,-7.663,Coupling Misalignment (2X Dominant)
0.221299,2.9962,306.42,72.87,14.979,-5.271,-9.824,Coupling Misalignment (2X Dominant)
0.221788,3.0866,307.84,72.77,14.457,-2.495,-11.707,Coupling Misalignment (2X Dominant)
0.222277,2.4578,310.18,72.84,12.865,0.256,-13.399,Coupling Misalignment (2X Dominant)
0.222765,2.5477,305.74,72.81,11.424,3.206,-14.375,Coupling Misalignment (2X Dominant)
0.223254,2.0198,306.95,72.78,9.467,5.974,-15.089,Coupling Misalignment (2X Dominant)
0.223742,0.8087,305.25,72.80,6.909,8.097,-15.065,Coupling Misalignment (2X Dominant)
0.224231,0.6062,297.24,72.86,4.433,10.248,-14.651,Coupling Misalignment (2X Dominant)
0.224719,-0.6915,291.03,72.79,1.508,12.262,-13.952,Coupling Misalignment (2X Dominant)
0.225208,-1.5028,287.43,72.87,-1.257,13.566,-12.521,Coupling Misalignment (2X Dominant)
0.225696,-2.2118,280.01,72.79,-3.905,14.689,-10.723,Coupling Misalignment (2X Dominant)
0.226185,-3.4557,268.84,72.73,-6.485,15.230,-8.528,Coupling Misalignment (2X Dominant)
0.226673,-4.6418,264.33,72.79,-8.852,15.262,-6.147,Coupling Misalignment (2X Dominant)
0.227162,-5.6769,254.65,72.73,-10.904,14.580,-3.480,Coupling Misalignment (2X Dominant)
0.227650,-6.5901,247.62,72.78,-12.790,13.494,-0.755,Coupling Misalignment (2X Dominant)
0.228139,-7.2962,238.27,72.78,-13.954,11.813,2.074,Coupling Misalignment (2X Dominant)
0.228627,-8.2460,234.73,72.89,-14.921,10.104,4.915,Coupling Misalignment (2X Dominant)
0.229116,-8.2883,227.41,72.88,-15.107,7.858,7.411,Coupling Misalignment (2X Dominant)
0.229604,-9.0586,223.39,72.80,-14.973,5.399,9.729,Coupling Misalignment (2X Dominant)
0.230093,-9.2837,221.76,72.86,-14.238,2.567,11.717,Coupling Misalignment (2X Dominant)
0.230581,-8.6332,219.58,72.78,-13.047,-0.191,13.221,Coupling Misalignment (2X Dominant)
0.231070,-8.5933,218.60,72.73,-11.613,-3.076,14.413,Coupling Misalignment (2X Dominant)
0.231558,-7.9514,222.44,72.83,-9.541,-5.840,14.931,Coupling Misalignment (2X Dominant)
0.232047,-7.0898,225.18,72.82,-7.076,-8.213,15.316,Coupling Misalignment (2X Dominant)
0.232535,-6.4323,229.25,72.75,-4.672,-10.478,14.546,Coupling Misalignment (2X Dominant)
0.233024,-5.1639,237.42,72.76,-1.686,-12.156,13.950,Coupling Misalignment (2X Dominant)
0.233512,-3.8274,245.54,72.85,1.113,-13.698,12.735,Coupling Misalignment (2X Dominant)
0.234001,-2.2891,249.04,72.72,3.818,-14.695,10.720,Coupling Misalignment (2X Dominant)
0.234489,-1.3108,258.36,72.83,6.305,-15.240,8.764,Coupling Misalignment (2X Dominant)
0.234978,0.1402,265.85,72.78,8.970,-15.453,6.229,Coupling Misalignment (2X Dominant)
0.235467,1.7806,277.23,72.83,11.152,-14.455,3.620,Coupling Misalignment (2X Dominant)
0.235955,3.1003,282.92,72.85,12.709,-13.688,0.988,Coupling Misalignment (2X Dominant)
0.236444,4.3404,290.71,72.76,14.061,-12.152,-1.880,Coupling Misalignment (2X Dominant)
0.236932,5.8797,297.46,72.74,14.873,-10.369,-4.833,Coupling Misalignment (2X Dominant)
0.237421,6.2715,301.61,72.87,15.246,-7.893,-7.300,Coupling Misalignment (2X Dominant)
0.237909,7.1977,305.42,72.80,15.008,-5.473,-9.435,Coupling Misalignment (2X Dominant)
0.238398,7.8283,310.30,72.82,14.334,-2.881,-11.494,Coupling Misalignment (2X Dominant)
0.238886,8.8749,310.80,72.85,13.262,-0.055,-12.981,Coupling Misalignment (2X Dominant)
0.239375,8.9927,308.74,72.75,11.794,2.936,-14.159,Coupling Misalignment (2X Dominant)
0.239863,8.6522,307.28,72.85,9.416,5.451,-15.049,Coupling Misalignment (2X Dominant)
0.240352,8.7247,304.63,72.83,7.220,7.946,-14.944,Coupling Misalignment (2X Dominant)
0.240840,8.3642,302.11,72.87,4.541,10.106,-14.857,Coupling Misalignment (2X Dominant)
0.241329,7.3632,296.91,72.87,2.090,11.902,-14.119,Coupling Misalignment (2X Dominant)
0.241817,7.1157,291.14,72.80,-0.921,13.558,-12.774,Coupling Misalignment (2X Dominant)
0.242306,5.9803,280.34,72.84,-3.771,14.629,-11.195,Coupling Misalignment (2X Dominant)
0.242794,5.3908,273.45,72.80,-6.205,15.236,-8.697,Coupling Misalignment (2X Dominant)
0.243283,3.9831,264.62,72.81,-8.524,14.919,-6.286,Coupling Misalignment (2X Dominant)
0.243771,3.1838,256.69,72.74,-10.768,14.537,-3.917,Coupling Misalignment (2X Dominant)
0.244260,2.3262,250.11,72.79,-12.583,13.602,-1.079,Coupling Misalignment (2X Dominant)
0.244748,1.2239,241.55,72.71,-13.905,12.208,1.748,Coupling Misalignment (2X Dominant)
0.245237,0.1589,236.58,72.79,-14.676,10.329,4.378,Coupling Misalignment (2X Dominant)
0.245725,-0.8341,228.78,72.87,-15.275,8.117,6.883,Coupling Misalignment (2X Dominant)
0.246214,-1.8716,225.88,72.84,-15.055,5.680,9.383,Coupling Misalignment (2X Dominant)
0.246702,-2.2709,221.38,72.81,-14.437,2.869,11.400,Coupling Misalignment (2X Dominant)
0.247191,-2.6827,218.06,72.79,-13.369,0.272,13.034,Coupling Misalignment (2X Dominant)
0.247680,-2.9852,218.90,72.77,-11.698,-2.564,14.294,Coupling Misalignment (2X Dominant)
0.248168,-3.3513,221.62,72.75,-9.572,-5.338,15.131,Coupling Misalignment (2X Dominant)
0.248657,-2.9109,226.58,72.84,-7.317,-7.664,15.167,Coupling Misalignment (2X Dominant)
0.249145,-3.0309,227.89,72.72,-4.750,-9.923,14.910,Coupling Misalignment (2X Dominant)
0.249634,-2.1411,233.62,72.72,-2.078,-11.899,14.157,Coupling Misalignment (2X Dominant)
0.250122,-1.9553,240.83,72.85,0.752,-13.801,12.855,Coupling Misalignment (2X Dominant)
0.250611,-1.2272,246.77,72.81,3.388,-14.393,11.021,Coupling Misalignment (2X Dominant)
0.251099,-0.6012,254.74,72.80,6.089,-15.030,8.999,Coupling Misalignment (2X Dominant)
0.251588,0.2907,263.57,72.81,8.584,-14.957,6.648,Coupling Misalignment (2X Dominant)
0.252076,0.5854,271.16,72.90,10.747,-14.569,3.861,Coupling Misalignment (2X Dominant)
0.252565,1.1188,277.53,72.80,12.543,-13.573,1.346,Coupling Misalignment (2X Dominant)
0.253053,1.7131,286.39,72.81,13.867,-12.217,-1.433,Coupling Misalignment (2X Dominant)
0.253542,2.5906,294.66,72.90,14.742,-10.328,-4.390,Coupling Misalignment (2X Dominant)
0.254030,2.4190,300.49,72.80,15.496,-8.067,-6.894,Coupling Misalignment (2X Dominant)
0.254519,2.7647,305.94,72.89,15.157,-5.769,-9.211,Coupling Misalignment (2X Dominant)
0.255007,3.0937,309.17,72.69,14.484,-3.276,-11.378,Coupling Misalignment (2X Dominant)
0.255496,2.9586,308.47,72.74,13.308,-0.373,-12.941,Coupling Misalignment (2X Dominant)
0.255984,2.9570,309.07,72.77,11.724,2.486,-14.199,Coupling Misalignment (2X Dominant)
0.256473,2.1020,308.03,72.83,9.795,5.160,-15.107,Coupling Misalignment (2X Dominant)
0.256961,1.8014,306.13,72.89,7.545,7.559,-15.154,Coupling Misalignment (2X Dominant)
0.257450,1.0740,301.63,72.77,4.781,9.793,-15.035,Coupling Misalignment (2X Dominant)
0.257938,0.0638,296.98,72.85,2.098,11.817,-14.051,Coupling Misalignment (2X Dominant)
0.258427,-0.4852,289.89,72.91,-0.600,13.504,-12.954,Coupling Misalignment (2X Dominant)
0.258915,-1.6966,284.75,72.88,-3.288,14.660,-11.209,Coupling Misalignment (2X Dominant)
0.259404,-2.7690,274.92,72.78,-5.994,15.182,-8.984,Coupling Misalignment (2X Dominant)
0.259893,-3.9838,266.74,72.84,-8.281,15.274,-6.690,Coupling Misalignment (2X Dominant)
0.260381,-4.9470,260.35,72.82,-10.751,14.725,-4.239,Coupling Misalignment (2X Dominant)
0.260870,-6.0738,252.55,72.77,-12.493,13.626,-1.484,Coupling Misalignment (2X Dominant)
0.261358,-6.6011,243.81,72.82,-13.661,12.354,1.353,Coupling Misalignment (2X Dominant)
0.261847,-7.3477,238.23,72.78,-14.728,10.555,4.200,Coupling Misalignment (2X Dominant)
0.262335,-7.8458,232.17,72.81,-15.082,8.353,6.803,Coupling Misalignment (2X Dominant)
0.262824,-8.5451,228.65,72.73,-14.882,5.947,9.061,Coupling Misalignment (2X Dominant)
0.263312,-8.9533,223.69,72.71,-14.562,3.323,11.098,Coupling Misalignment (2X Dominant)
0.263801,-9.0224,222.72,72.79,-13.419,0.591,12.932,Coupling Misalignment (2X Dominant)
0.264289,-8.6561,220.08,72.82,-11.899,-2.313,14.138,Coupling Misalignment (2X Dominant)
0.264778,-8.3214,222.52,72.74,-10.128,-5.189,15.146,Coupling Misalignment (2X Dominant)
0.265266,-7.7915,224.85,72.83,-7.688,-7.591,15.204,Coupling Misalignment (2X Dominant)
0.265755,-7.0044,226.68,72.80,-5.035,-9.827,15.136,Coupling Misalignment (2X Dominant)
0.266243,-5.7319,231.00,72.83,-2.362,-11.666,14.087,Coupling Misalignment (2X Dominant)
0.266732,-4.9099,237.30,72.85,0.435,-13.403,12.816,Coupling Misalignment (2X Dominant)
0.267220,-3.2839,245.40,72.87,3.112,-14.401,11.191,Coupling Misalignment (2X Dominant)
0.267709,-2.1520,251.19,72.83,5.754,-15.041,9.370,Coupling Misalignment (2X Dominant)
0.268197,-0.8389,260.10,72.79,8.419,-15.174,7.061,Coupling Misalignment (2X Dominant)
0.268686,0.5212,270.30,72.81,10.435,-14.680,4.210,Coupling Misalignment (2X Dominant)
0.269174,2.0729,277.75,72.92,12.352,-13.934,1.499,Coupling Misalignment (2X Dominant)
0.269663,3.5738,281.82,72.85,13.761,-12.551,-1.367,Coupling Misalignment (2X Dominant)
0.270151,4.6747,290.09,72.80,14.847,-10.698,-4.185,Coupling Misalignment (2X Dominant)
0.270640,6.0714,300.42,72.79,15.257,-8.603,-6.549,Coupling Misalignment (2X Dominant)
